品类,日期,销量
85,2022/8/29,162
85,2022/8/30,172
85,2022/8/31,286
85,2022/9/1,272
85,2022/9/2,212
85,2022/9/3,158
85,2022/9/4,182
85,2022/9/5,158
85,2022/9/6,162
85,2022/9/7,220
85,2022/9/8,164
85,2022/9/9,240
85,2022/9/10,184
85,2022/9/11,120
85,2022/9/12,126
85,2022/9/13,136
85,2022/9/14,160
85,2022/9/15,148
85,2022/9/16,172
85,2022/9/17,136
85,2022/9/18,140
85,2022/9/19,156
85,2022/9/20,140
85,2022/9/21,160
85,2022/9/22,136
85,2022/9/23,128
85,2022/9/24,132
85,2022/9/25,108
85,2022/9/26,142
85,2022/9/27,146
85,2022/9/28,136
85,2022/9/29,142
85,2022/9/30,118
85,2023/4/1,108
85,2023/4/2,124
85,2023/4/3,128
85,2023/4/4,104
85,2023/4/5,104
85,2023/4/6,344
85,2023/4/7,184
85,2023/4/8,122
85,2023/4/9,132
85,2023/4/10,106
85,2023/4/11,134
85,2023/4/12,130
85,2023/4/13,124
85,2023/4/14,106
85,2023/4/15,100
85,2023/4/16,104
85,2023/4/17,150
85,2023/4/18,132
85,2023/4/19,166
85,2023/4/20,194
85,2023/4/21,582
85,2023/4/22,260
85,2023/4/23,438
85,2023/4/24,374
85,2023/4/25,298
85,2023/4/26,132
85,2023/4/27,120
85,2023/4/28,152
85,2023/4/29,120
85,2023/4/30,94
85,2023/5/1,82
85,2023/5/2,76
85,2023/5/3,110
85,2023/5/4,114
85,2023/5/5,128
85,2023/5/6,132
85,2023/5/7,102
85,2023/5/8,116
85,2023/5/9,108
85,2023/5/10,148
85,2023/5/11,162
85,2023/5/12,156
85,2023/5/13,100
85,2023/5/14,122
85,2023/5/15,112
85,2023/5/16,146
85,2023/5/17,132
85,2023/5/18,126
85,2023/5/19,92
85,2023/5/20,88
85,2023/5/21,96
85,2023/5/22,114
85,2023/5/23,134
85,2023/5/24,210
85,2023/5/25,140
85,2023/5/26,102
85,2023/5/27,106
85,2023/5/28,112
85,2023/5/29,122
85,2023/5/30,132
85,2023/5/31,188
85,2023/6/1,322
85,2023/6/2,214
85,2023/6/3,212
85,2023/6/4,150
85,2023/6/5,158
85,2023/6/6,130
85,2023/6/7,148
85,2023/6/8,138
85,2023/6/9,158
85,2023/6/10,132
85,2023/6/11,106
85,2023/6/12,138
85,2023/6/13,154
85,2023/6/14,130
85,2023/6/15,196
85,2023/6/16,344
85,2023/6/17,348
85,2023/6/18,440
85,2023/6/19,234
85,2023/6/20,138
85,2023/6/21,250
85,2023/6/22,286
85,2023/6/23,300
85,2023/6/24,104
85,2023/6/25,200
85,2023/6/26,160
85,2023/6/27,140
85,2023/6/28,234
85,2023/6/29,138
85,2023/6/30,168
86,2022/7/1,730
86,2022/7/2,644
86,2022/7/3,966
86,2022/7/4,774
86,2022/7/5,1596
86,2022/7/6,682
86,2022/7/7,676
86,2022/7/8,818
86,2022/7/9,856
86,2022/7/10,1632
86,2022/7/11,714
86,2022/7/12,680
86,2022/7/13,872
86,2022/7/14,1420
86,2022/7/15,1424
86,2022/7/16,1178
86,2022/7/17,988
86,2022/7/18,1732
86,2022/7/19,1002
86,2022/7/20,1512
86,2022/7/21,1100
86,2022/7/22,1170
86,2022/7/23,1132
86,2022/7/24,1012
86,2022/7/25,1386
86,2022/7/26,1540
86,2022/7/27,1490
86,2022/7/28,1328
86,2022/7/29,1346
86,2022/7/30,1422
86,2022/7/31,1134
86,2022/8/1,1300
86,2022/8/2,1232
86,2022/8/3,1178
86,2022/8/4,1486
86,2022/8/5,1314
86,2022/8/6,1076
86,2022/8/7,922
86,2022/8/8,1404
86,2022/8/9,1196
86,2022/8/10,1524
86,2022/8/11,1626
86,2022/8/12,1236
86,2022/8/13,2366
86,2022/8/14,1060
86,2022/8/15,1336
86,2022/8/16,1438
86,2022/8/17,3112
86,2022/8/18,5572
86,2022/8/19,1738
86,2022/8/20,1434
86,2022/8/21,1478
86,2022/8/22,1770
86,2022/8/23,1194
86,2022/8/24,1774
86,2022/8/25,2814
86,2022/8/26,1854
86,2022/8/27,2970
86,2022/8/28,1458
86,2022/8/29,1922
86,2022/8/30,2220
86,2022/8/31,1994
86,2022/9/1,2250
86,2022/9/2,2226
86,2022/9/3,1912
86,2022/9/4,1602
86,2022/9/5,1952
86,2022/9/6,1738
86,2022/9/7,1586
86,2022/9/8,1694
86,2022/9/9,2604
86,2022/9/10,1858
86,2022/9/11,1166
86,2022/9/12,1184
86,2022/9/13,1690
86,2022/9/14,1958
86,2022/9/15,3116
86,2022/9/16,2114
86,2022/9/17,1882
86,2022/9/18,1344
86,2022/9/19,2466
86,2022/9/20,1806
86,2022/9/21,2144
86,2022/9/22,2382
86,2022/9/23,1896
86,2022/9/24,1616
86,2022/9/25,1332
86,2022/9/26,2594
86,2022/9/27,2302
86,2022/9/28,2324
86,2022/9/29,2464
86,2022/9/30,1504
86,2023/4/1,960
86,2023/4/2,982
86,2023/4/3,1054
86,2023/4/4,990
86,2023/4/5,852
86,2023/4/6,954
86,2023/4/7,908
86,2023/4/8,826
86,2023/4/9,680
86,2023/4/10,924
86,2023/4/11,1034
86,2023/4/12,918
86,2023/4/13,844
86,2023/4/14,986
86,2023/4/15,934
86,2023/4/16,750
86,2023/4/17,850
86,2023/4/18,900
86,2023/4/19,1034
86,2023/4/20,1254
86,2023/4/21,1590
86,2023/4/22,1060
86,2023/4/23,1234
86,2023/4/24,1068
86,2023/4/25,934
86,2023/4/26,938
86,2023/4/27,882
86,2023/4/28,892
86,2023/4/29,1000
86,2023/4/30,808
86,2023/5/1,896
86,2023/5/2,818
86,2023/5/3,836
86,2023/5/4,1046
86,2023/5/5,976
86,2023/5/6,1006
86,2023/5/7,926
86,2023/5/8,1514
86,2023/5/9,1026
86,2023/5/10,1062
86,2023/5/11,990
86,2023/5/12,1002
86,2023/5/13,866
86,2023/5/14,738
86,2023/5/15,944
86,2023/5/16,848
86,2023/5/17,830
86,2023/5/18,948
86,2023/5/19,1224
86,2023/5/20,1706
86,2023/5/21,902
86,2023/5/22,820
86,2023/5/23,916
86,2023/5/24,1350
86,2023/5/25,1072
86,2023/5/26,1260
86,2023/5/27,966
86,2023/5/28,832
86,2023/5/29,1316
86,2023/5/30,1410
86,2023/5/31,2288
86,2023/6/1,4732
86,2023/6/2,2762
86,2023/6/3,2084
86,2023/6/4,1364
86,2023/6/5,1200
86,2023/6/6,1212
86,2023/6/7,1134
86,2023/6/8,1266
86,2023/6/9,1326
86,2023/6/10,1340
86,2023/6/11,1400
86,2023/6/12,2020
86,2023/6/13,1446
86,2023/6/14,1710
86,2023/6/15,2708
86,2023/6/16,4634
86,2023/6/17,2420
86,2023/6/18,3970
86,2023/6/19,3322
86,2023/6/20,1974
86,2023/6/21,1522
86,2023/6/22,1224
86,2023/6/23,1122
86,2023/6/24,902
86,2023/6/25,1228
86,2023/6/26,910
86,2023/6/27,912
86,2023/6/28,968
86,2023/6/29,972
86,2023/6/30,1130
87,2022/7/1,5602
87,2022/7/2,5152
87,2022/7/3,7206
87,2022/7/4,5620
87,2022/7/5,5856
87,2022/7/6,5204
87,2022/7/7,4972
87,2022/7/8,4496
87,2022/7/9,4722
87,2022/7/10,5008
87,2022/7/11,4970
87,2022/7/12,6116
87,2022/7/13,4718
87,2022/7/14,7062
87,2022/7/15,6888
87,2022/7/16,6420
87,2022/7/17,6292
87,2022/7/18,6578
87,2022/7/19,6924
87,2022/7/20,6120
87,2022/7/21,5496
87,2022/7/22,5668
87,2022/7/23,5898
87,2022/7/24,6170
87,2022/7/25,6498
87,2022/7/26,6278
87,2022/7/27,7154
87,2022/7/28,8738
87,2022/7/29,5838
87,2022/7/30,5896
87,2022/7/31,6352
87,2022/8/1,6730
87,2022/8/2,6580
87,2022/8/3,6168
87,2022/8/4,6136
87,2022/8/5,6510
87,2022/8/6,6470
87,2022/8/7,6060
87,2022/8/8,5734
87,2022/8/9,6454
87,2022/8/10,6754
87,2022/8/11,6398
87,2022/8/12,6440
87,2022/8/13,6004
87,2022/8/14,7372
87,2022/8/15,7052
87,2022/8/16,7036
87,2022/8/17,6610
87,2022/8/18,7930
87,2022/8/19,6948
87,2022/8/20,6606
87,2022/8/21,7214
87,2022/8/22,7798
87,2022/8/23,7070
87,2022/8/24,6188
87,2022/8/25,5836
87,2022/8/26,5892
87,2022/8/27,6520
87,2022/8/28,7384
87,2022/8/29,7030
87,2022/8/30,7624
87,2022/8/31,6616
87,2022/9/1,6576
87,2022/9/2,6356
87,2022/9/3,6502
87,2022/9/4,6766
87,2022/9/5,7380
87,2022/9/6,6728
87,2022/9/7,6530
87,2022/9/8,5448
87,2022/9/9,6870
87,2022/9/10,5622
87,2022/9/11,6396
87,2022/9/12,6490
87,2022/9/13,7284
87,2022/9/14,7142
87,2022/9/15,6734
87,2022/9/16,5846
87,2022/9/17,6236
87,2022/9/18,6020
87,2022/9/19,5862
87,2022/9/20,5906
87,2022/9/21,5878
87,2022/9/22,5690
87,2022/9/23,5674
87,2022/9/24,6048
87,2022/9/25,5838
87,2022/9/26,6724
87,2022/9/27,5712
87,2022/9/28,5838
87,2022/9/29,5648
87,2022/9/30,5510
87,2023/4/1,4812
87,2023/4/2,5606
87,2023/4/3,6120
87,2023/4/4,6836
87,2023/4/5,4970
87,2023/4/6,5874
87,2023/4/7,4498
87,2023/4/8,4492
87,2023/4/9,4440
87,2023/4/10,5228
87,2023/4/11,4904
87,2023/4/12,4704
87,2023/4/13,4718
87,2023/4/14,4566
87,2023/4/15,4856
87,2023/4/16,4966
87,2023/4/17,5076
87,2023/4/18,4946
87,2023/4/19,4696
87,2023/4/20,4968
87,2023/4/21,5286
87,2023/4/22,5322
87,2023/4/23,5356
87,2023/4/24,5122
87,2023/4/25,5450
87,2023/4/26,5096
87,2023/4/27,5572
87,2023/4/28,5318
87,2023/4/29,4874
87,2023/4/30,4658
87,2023/5/1,4762
87,2023/5/2,5296
87,2023/5/3,6020
87,2023/5/4,7092
87,2023/5/5,5520
87,2023/5/6,4760
87,2023/5/7,4914
87,2023/5/8,5214
87,2023/5/9,5050
87,2023/5/10,4950
87,2023/5/11,4992
87,2023/5/12,5044
87,2023/5/13,5212
87,2023/5/14,5118
87,2023/5/15,6138
87,2023/5/16,6626
87,2023/5/17,5882
87,2023/5/18,5180
87,2023/5/19,5322
87,2023/5/20,4698
87,2023/5/21,4774
87,2023/5/22,5008
87,2023/5/23,5290
87,2023/5/24,5868
87,2023/5/25,5768
87,2023/5/26,5108
87,2023/5/27,5836
87,2023/5/28,5528
87,2023/5/29,5874
87,2023/5/30,6242
87,2023/5/31,6326
87,2023/6/1,6320
87,2023/6/2,5404
87,2023/6/3,6494
87,2023/6/4,5826
87,2023/6/5,6948
87,2023/6/6,6572
87,2023/6/7,5972
87,2023/6/8,6330
87,2023/6/9,6028
87,2023/6/10,5920
87,2023/6/11,6102
87,2023/6/12,5996
87,2023/6/13,5644
87,2023/6/14,5950
87,2023/6/15,5838
87,2023/6/16,7446
87,2023/6/17,7582
87,2023/6/18,8902
87,2023/6/19,8374
87,2023/6/20,5232
87,2023/6/21,5024
87,2023/6/22,5060
87,2023/6/23,5712
87,2023/6/24,5534
87,2023/6/25,6252
87,2023/6/26,5460
87,2023/6/27,5490
87,2023/6/28,6088
87,2023/6/29,5678
87,2023/6/30,5136
88,2022/7/1,166
88,2022/7/2,176
88,2022/7/3,176
88,2022/7/4,180
88,2022/7/5,184
88,2022/7/6,212
88,2022/7/7,202
88,2022/7/8,186
88,2022/7/9,180
88,2022/7/10,156
88,2022/7/11,158
88,2022/7/12,204
88,2022/7/13,288
88,2022/7/14,398
88,2022/7/15,330
88,2022/7/16,198
88,2022/7/17,184
88,2022/7/18,172
88,2022/7/19,188
88,2022/7/20,202
88,2022/7/21,204
88,2022/7/22,210
88,2022/7/23,204
88,2022/7/24,220
88,2022/7/25,198
88,2022/7/26,400
88,2022/7/27,304
88,2022/7/28,320
88,2022/7/29,378
88,2022/7/30,340
88,2022/7/31,426
88,2022/8/1,592
88,2022/8/2,658
88,2022/8/3,816
88,2022/8/4,520
88,2022/8/5,268
88,2022/8/6,208
88,2022/8/7,178
88,2022/8/8,170
88,2022/8/9,218
88,2022/8/10,222
88,2022/8/11,218
88,2022/8/12,216
88,2022/8/13,210
88,2022/8/14,186
88,2022/8/15,226
88,2022/8/16,234
88,2022/8/17,232
88,2022/8/18,250
88,2022/8/19,342
88,2022/8/20,200
88,2022/8/21,238
88,2022/8/22,252
88,2022/8/23,272
88,2022/8/24,302
88,2022/8/25,294
88,2022/8/26,256
88,2022/8/27,358
88,2022/8/28,316
88,2022/8/29,336
88,2022/8/30,352
88,2022/8/31,318
88,2022/9/1,350
88,2022/9/2,314
88,2022/9/3,316
88,2022/9/4,254
88,2022/9/5,264
88,2022/9/6,524
88,2022/9/7,394
88,2022/9/8,342
88,2022/9/9,436
88,2022/9/10,484
88,2022/9/11,314
88,2022/9/12,262
88,2022/9/13,254
88,2022/9/14,330
88,2022/9/15,300
88,2022/9/16,278
88,2022/9/17,278
88,2022/9/18,216
88,2022/9/19,278
88,2022/9/20,302
88,2022/9/21,1692
88,2022/9/22,1900
88,2022/9/23,854
88,2022/9/24,530
88,2022/9/25,442
88,2022/9/26,250
88,2022/9/27,252
88,2022/9/28,280
88,2022/9/29,250
88,2022/9/30,286
88,2023/4/1,244
88,2023/4/2,202
88,2023/4/3,186
88,2023/4/4,192
88,2023/4/5,204
88,2023/4/6,192
88,2023/4/7,196
88,2023/4/8,208
88,2023/4/9,188
88,2023/4/10,184
88,2023/4/11,182
88,2023/4/12,202
88,2023/4/13,202
88,2023/4/14,226
88,2023/4/15,264
88,2023/4/16,258
88,2023/4/17,224
88,2023/4/18,242
88,2023/4/19,236
88,2023/4/20,260
88,2023/4/21,324
88,2023/4/22,312
88,2023/4/23,274
88,2023/4/24,244
88,2023/4/25,240
88,2023/4/26,236
88,2023/4/27,242
88,2023/4/28,242
88,2023/4/29,280
88,2023/4/30,270
88,2023/5/1,282
88,2023/5/2,230
88,2023/5/3,212
88,2023/5/4,214
88,2023/5/5,226
88,2023/5/6,226
88,2023/5/7,236
88,2023/5/8,250
88,2023/5/9,254
88,2023/5/10,292
88,2023/5/11,306
88,2023/5/12,342
88,2023/5/13,392
88,2023/5/14,344
88,2023/5/15,394
88,2023/5/16,482
88,2023/5/17,490
88,2023/5/18,594
88,2023/5/19,678
88,2023/5/20,480
88,2023/5/21,312
88,2023/5/22,282
88,2023/5/23,296
88,2023/5/24,280
88,2023/5/25,326
88,2023/5/26,460
88,2023/5/27,462
88,2023/5/28,320
88,2023/5/29,328
88,2023/5/30,314
88,2023/5/31,600
88,2023/6/1,908
88,2023/6/2,662
88,2023/6/3,478
88,2023/6/4,416
88,2023/6/5,372
88,2023/6/6,336
88,2023/6/7,354
88,2023/6/8,356
88,2023/6/9,328
88,2023/6/10,348
88,2023/6/11,330
88,2023/6/12,324
88,2023/6/13,320
88,2023/6/14,318
88,2023/6/15,424
88,2023/6/16,652
88,2023/6/17,546
88,2023/6/18,902
88,2023/6/19,648
88,2023/6/20,458
88,2023/6/21,522
88,2023/6/22,514
88,2023/6/23,368
88,2023/6/24,350
88,2023/6/25,288
88,2023/6/26,194
88,2023/6/27,212
88,2023/6/28,224
88,2023/6/29,240
88,2023/6/30,230
89,2022/7/1,1116
89,2022/7/2,1220
89,2022/7/3,1178
89,2022/7/4,1210
89,2022/7/5,1274
89,2022/7/6,1400
89,2022/7/7,1188
89,2022/7/8,1208
89,2022/7/9,1236
89,2022/7/10,1184
89,2022/7/11,1306
89,2022/7/12,1336
89,2022/7/13,1534
89,2022/7/14,1724
89,2022/7/15,1732
89,2022/7/16,1654
89,2022/7/17,1526
89,2022/7/18,1648
89,2022/7/19,1664
89,2022/7/20,1866
89,2022/7/21,1992
89,2022/7/22,1694
89,2022/7/23,1596
89,2022/7/24,1788
89,2022/7/25,1930
89,2022/7/26,2086
89,2022/7/27,2148
89,2022/7/28,1984
89,2022/7/29,1986
89,2022/7/30,1872
89,2022/7/31,1962
89,2022/8/1,2040
89,2022/8/2,2014
89,2022/8/3,2042
89,2022/8/4,1992
89,2022/8/5,1768
89,2022/8/6,1854
89,2022/8/7,1754
89,2022/8/8,1822
89,2022/8/9,1842
89,2022/8/10,1972
89,2022/8/11,1822
89,2022/8/12,1848
89,2022/8/13,1902
89,2022/8/14,1764
89,2022/8/15,1978
89,2022/8/16,2062
89,2022/8/17,2300
89,2022/8/18,2488
89,2022/8/19,2152
89,2022/8/20,2188
89,2022/8/21,2046
89,2022/8/22,2178
89,2022/8/23,2414
89,2022/8/24,2412
89,2022/8/25,2640
89,2022/8/26,2308
89,2022/8/27,2478
89,2022/8/28,2540
89,2022/8/29,2532
89,2022/8/30,2420
89,2022/8/31,2054
89,2022/9/1,1790
89,2022/9/2,1742
89,2022/9/3,1676
89,2022/9/4,1338
89,2022/9/5,1370
89,2022/9/6,1542
89,2022/9/7,1516
89,2022/9/8,1470
89,2022/9/9,1404
89,2022/9/10,1180
89,2022/9/11,1128
89,2022/9/12,1222
89,2022/9/13,1272
89,2022/9/14,1356
89,2022/9/15,1334
89,2022/9/16,1226
89,2022/9/17,1174
89,2022/9/18,1158
89,2022/9/19,1364
89,2022/9/20,1340
89,2022/9/21,1326
89,2022/9/22,1408
89,2022/9/23,1342
89,2022/9/24,1282
89,2022/9/25,1212
89,2022/9/26,1438
89,2022/9/27,1556
89,2022/9/28,1464
89,2022/9/29,1420
89,2022/9/30,1642
89,2023/4/1,1624
89,2023/4/2,1736
89,2023/4/3,1872
89,2023/4/4,1912
89,2023/4/5,1914
89,2023/4/6,1918
89,2023/4/7,1692
89,2023/4/8,1740
89,2023/4/9,1652
89,2023/4/10,1846
89,2023/4/11,2012
89,2023/4/12,2050
89,2023/4/13,2006
89,2023/4/14,1904
89,2023/4/15,1906
89,2023/4/16,1850
89,2023/4/17,2016
89,2023/4/18,1990
89,2023/4/19,2280
89,2023/4/20,2194
89,2023/4/21,2162
89,2023/4/22,2520
89,2023/4/23,2918
89,2023/4/24,3346
89,2023/4/25,3448
89,2023/4/26,3510
89,2023/4/27,3530
89,2023/4/28,2386
89,2023/4/29,1836
89,2023/4/30,1448
89,2023/5/1,1288
89,2023/5/2,1476
89,2023/5/3,1576
89,2023/5/4,1820
89,2023/5/5,1776
89,2023/5/6,1782
89,2023/5/7,1654
89,2023/5/8,1826
89,2023/5/9,1798
89,2023/5/10,1898
89,2023/5/11,1802
89,2023/5/12,1670
89,2023/5/13,1624
89,2023/5/14,1560
89,2023/5/15,1928
89,2023/5/16,1952
89,2023/5/17,1892
89,2023/5/18,1950
89,2023/5/19,1698
89,2023/5/20,1614
89,2023/5/21,1524
89,2023/5/22,1692
89,2023/5/23,1732
89,2023/5/24,1894
89,2023/5/25,1978
89,2023/5/26,1688
89,2023/5/27,1708
89,2023/5/28,1612
89,2023/5/29,1988
89,2023/5/30,1970
89,2023/5/31,2312
89,2023/6/1,3666
89,2023/6/2,2084
89,2023/6/3,2236
89,2023/6/4,1900
89,2023/6/5,1892
89,2023/6/6,1886
89,2023/6/7,2074
89,2023/6/8,2076
89,2023/6/9,2002
89,2023/6/10,1840
89,2023/6/11,1844
89,2023/6/12,2222
89,2023/6/13,2190
89,2023/6/14,2236
89,2023/6/15,2786
89,2023/6/16,2948
89,2023/6/17,2984
89,2023/6/18,3844
89,2023/6/19,3778
89,2023/6/20,2770
89,2023/6/21,2030
89,2023/6/22,1782
89,2023/6/23,1890
89,2023/6/24,2040
89,2023/6/25,2080
89,2023/6/26,2300
89,2023/6/27,2480
89,2023/6/28,2688
89,2023/6/29,2794
89,2023/6/30,2616
90,2022/7/1,16
90,2022/7/2,14
90,2022/7/3,10
90,2022/7/4,18
90,2022/7/5,16
90,2022/7/6,16
90,2022/7/7,16
90,2022/7/8,14
90,2022/7/9,24
90,2022/7/10,20
90,2022/7/11,18
90,2022/7/12,12
90,2022/7/13,24
90,2022/7/14,24
90,2022/7/15,14
90,2022/7/16,16
90,2022/7/17,12
90,2022/7/18,40
90,2022/7/19,22
90,2022/7/20,28
90,2022/7/21,24
90,2022/7/22,24
90,2022/7/23,16
90,2022/7/24,18
90,2022/7/25,28
90,2022/7/26,14
90,2022/7/27,22
90,2022/7/28,22
90,2022/7/29,16
90,2022/7/30,12
90,2022/7/31,16
90,2022/8/1,26
90,2022/8/2,18
90,2022/8/3,18
90,2022/8/4,24
90,2022/8/5,16
90,2022/8/6,20
90,2022/8/7,18
90,2022/8/8,20
90,2022/8/9,32
90,2022/8/10,24
90,2022/8/11,24
90,2022/8/12,20
90,2022/8/13,16
90,2022/8/14,32
90,2022/8/15,28
90,2022/8/16,24
90,2022/8/17,26
90,2022/8/18,28
90,2022/8/19,16
90,2022/8/20,24
90,2022/8/21,20
90,2022/8/22,20
90,2022/8/23,20
90,2022/8/24,30
90,2022/8/25,34
90,2022/8/26,22
90,2022/8/27,30
90,2022/8/28,16
90,2022/8/29,26
90,2022/8/30,20
90,2022/8/31,34
90,2022/9/1,78
90,2022/9/2,26
90,2022/9/3,14
90,2022/9/4,16
90,2022/9/5,18
90,2022/9/6,20
90,2022/9/7,16
90,2022/9/8,16
90,2022/9/9,20
90,2022/9/10,26
90,2022/9/11,12
90,2022/9/12,20
90,2022/9/13,32
90,2022/9/14,24
90,2022/9/15,16
90,2022/9/16,16
90,2022/9/17,22
90,2022/9/18,16
90,2022/9/19,24
90,2022/9/20,22
90,2022/9/21,26
90,2022/9/22,26
90,2022/9/23,22
90,2022/9/24,26
90,2022/9/25,14
90,2022/9/26,20
90,2022/9/27,22
90,2022/9/28,18
90,2022/9/29,20
90,2022/9/30,16
90,2023/4/1,16
90,2023/4/2,16
90,2023/4/3,14
90,2023/4/4,22
90,2023/4/5,16
90,2023/4/6,22
90,2023/4/7,18
90,2023/4/8,18
90,2023/4/9,10
90,2023/4/10,16
90,2023/4/11,20
90,2023/4/12,14
90,2023/4/13,16
90,2023/4/14,14
90,2023/4/15,14
90,2023/4/16,22
90,2023/4/17,18
90,2023/4/18,12
90,2023/4/19,16
90,2023/4/20,24
90,2023/4/21,20
90,2023/4/22,22
90,2023/4/23,22
90,2023/4/24,36
90,2023/4/25,36
90,2023/4/26,16
90,2023/4/27,18
90,2023/4/28,18
90,2023/4/29,32
90,2023/4/30,10
90,2023/5/1,12
90,2023/5/2,12
90,2023/5/3,20
90,2023/5/4,10
90,2023/5/5,12
90,2023/5/6,10
90,2023/5/7,16
90,2023/5/8,22
90,2023/5/9,22
90,2023/5/10,10
90,2023/5/11,12
90,2023/5/12,18
90,2023/5/13,14
90,2023/5/14,12
90,2023/5/15,12
90,2023/5/16,12
90,2023/5/17,18
90,2023/5/18,12
90,2023/5/19,16
90,2023/5/20,12
90,2023/5/21,6
90,2023/5/22,14
90,2023/5/23,16
90,2023/5/24,14
90,2023/5/25,16
90,2023/5/26,10
90,2023/5/27,10
90,2023/5/28,14
90,2023/5/29,14
90,2023/5/30,16
90,2023/5/31,18
90,2023/6/1,20
90,2023/6/2,28
90,2023/6/3,22
90,2023/6/4,16
90,2023/6/5,14
90,2023/6/6,18
90,2023/6/7,22
90,2023/6/8,20
90,2023/6/9,12
90,2023/6/10,12
90,2023/6/11,12
90,2023/6/12,18
90,2023/6/13,22
90,2023/6/14,16
90,2023/6/15,20
90,2023/6/16,16
90,2023/6/17,14
90,2023/6/18,16
90,2023/6/19,24
90,2023/6/20,14
90,2023/6/21,20
90,2023/6/22,6
90,2023/6/23,10
90,2023/6/24,10
90,2023/6/25,12
90,2023/6/26,10
90,2023/6/27,16
90,2023/6/28,12
90,2023/6/29,12
90,2023/6/30,10
91,2022/7/1,0
91,2022/7/2,0
91,2022/7/3,0
91,2022/7/4,2
91,2022/7/5,2
91,2022/7/6,0
91,2022/7/7,2
91,2022/7/8,2
91,2022/7/9,2
91,2022/7/10,2
91,2022/7/11,0
91,2022/7/12,2
91,2022/7/13,2
91,2022/7/14,2
91,2022/7/15,2
91,2022/7/16,2
91,2022/7/17,2
91,2022/7/18,2
91,2022/7/19,2
91,2022/7/20,2
91,2022/7/21,2
91,2022/7/22,4
91,2022/7/23,0
91,2022/7/24,2
91,2022/7/25,0
91,2022/7/26,2
91,2022/7/27,0
91,2022/7/28,2
91,2022/7/29,2
91,2022/7/30,2
91,2022/7/31,2
91,2022/8/1,4
91,2022/8/2,2
91,2022/8/3,4
91,2022/8/4,2
91,2022/8/5,2
91,2022/8/6,2
91,2022/8/7,0
91,2022/8/8,2
91,2022/8/9,2
91,2022/8/10,2
91,2022/8/11,4
91,2022/8/12,6
91,2022/8/13,0
91,2022/8/14,0
91,2022/8/15,2
91,2022/8/16,2
91,2022/8/17,2
91,2022/8/18,2
91,2022/8/19,2
91,2022/8/20,2
91,2022/8/21,2
91,2022/8/22,2
91,2022/8/23,4
91,2022/8/24,12
91,2022/8/25,4
91,2022/8/26,2
91,2022/8/27,2
91,2022/8/28,2
91,2022/8/29,2
91,2022/8/30,2
91,2022/8/31,4
91,2022/9/1,8
91,2022/9/2,4
91,2022/9/3,4
91,2022/9/4,2
91,2022/9/5,2
91,2022/9/6,2
91,2022/9/7,2
91,2022/9/8,4
91,2022/9/9,4
91,2022/9/10,4
91,2022/9/11,4
91,2022/9/12,4
91,2022/9/13,2
91,2022/9/14,4
91,2022/9/15,4
91,2022/9/16,2
91,2022/9/17,2
91,2022/9/18,4
91,2022/9/19,2
91,2022/9/22,0
91,2022/9/23,10
91,2022/9/24,2
91,2022/9/25,6
91,2022/9/26,4
91,2022/9/27,6
91,2022/9/28,2
91,2022/9/29,6
91,2022/9/30,10
91,2023/4/1,0
91,2023/4/2,2
91,2023/4/3,2
91,2023/4/4,2
91,2023/4/5,2
91,2023/4/6,4
91,2023/4/7,2
91,2023/4/8,0
91,2023/4/9,2
91,2023/4/10,2
91,2023/4/11,0
91,2023/4/12,2
91,2023/4/13,2
91,2023/4/14,4
91,2023/4/15,2
91,2023/4/16,2
91,2023/4/17,0
91,2023/4/18,0
91,2023/4/19,4
91,2023/4/20,2
91,2023/4/21,16
91,2023/4/22,6
91,2023/4/23,14
91,2023/4/24,16
91,2023/4/25,2
91,2023/4/26,0
91,2023/4/27,0
91,2023/4/28,4
91,2023/4/29,2
91,2023/4/30,2
91,2023/5/1,2
91,2023/5/2,4
91,2023/5/3,2
91,2023/5/4,0
91,2023/5/5,2
91,2023/5/6,0
91,2023/5/7,2
91,2023/5/8,0
91,2023/5/9,0
91,2023/5/10,2
91,2023/5/12,2
91,2023/5/13,0
91,2023/5/14,0
91,2023/5/15,0
91,2023/5/16,0
91,2023/5/17,2
91,2023/5/18,0
91,2023/5/19,2
91,2023/5/20,0
91,2023/5/21,0
91,2023/5/22,0
91,2023/5/23,2
91,2023/5/24,2
91,2023/5/25,2
91,2023/5/26,2
91,2023/5/27,0
91,2023/5/28,0
91,2023/5/29,0
91,2023/5/30,0
91,2023/5/31,8
91,2023/6/1,10
91,2023/6/2,2
91,2023/6/3,4
91,2023/6/4,2
91,2023/6/5,0
91,2023/6/6,2
91,2023/6/7,2
91,2023/6/8,10
91,2023/6/9,4
91,2023/6/12,2
91,2023/6/15,4
91,2023/6/16,8
91,2023/6/17,6
91,2023/6/18,8
91,2023/6/19,2
91,2023/6/20,0
91,2023/6/21,2
91,2023/6/22,0
91,2023/6/23,0
91,2023/6/24,0
91,2023/6/25,2
91,2023/6/27,0
91,2023/6/28,0
91,2023/6/29,0
91,2023/6/30,2
92,2022/7/1,20
92,2022/7/2,26
92,2022/7/3,24
92,2022/7/4,18
92,2022/7/5,24
92,2022/7/6,18
92,2022/7/7,18
92,2022/7/8,22
92,2022/7/9,24
92,2022/7/10,24
92,2022/7/11,22
92,2022/7/12,20
